survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,fare_log,fare_boxcox
1,0,1,32.0,0,0,30.5,0,1,1,1,1,1,1,3.449987545831587,2.8709128334804723
0,0,1,37.0,0,0,0.0,2,1,1,1,0,0,1,0.0,0.0
0,2,0,9.0,3,2,27.9,2,3,3,0,0,0,0,3.3638415951183864,2.8116893604126076
0,1,1,31.0,1,1,26.25,2,2,1,1,0,0,0,3.305053521109253,2.7709504887320797
0,2,0,41.0,0,5,39.6875,2,3,2,0,0,0,0,3.705920919968788,3.043587395129805
0,2,1,24.0,1,0,16.1,2,3,1,1,0,0,0,2.8390784635086144,2.438549167642342
0,2,0,2.0,3,2,27.9,2,3,3,0,0,0,0,3.3638415951183864,2.8116893604126076
1,2,1,24.0,0,0,56.4958,2,3,1,1,0,1,1,4.05171190165724,3.2692997101951935
1,0,1,48.0,1,0,76.7292,0,1,1,1,1,1,0,4.353230991152628,3.4592280059954206
1,0,1,56.0,0,0,35.5,0,1,1,1,1,1,1,3.597312260588446,2.9709039661441774
0,2,1,24.0,0,0,7.55,2,3,1,1,0,0,1,2.145931282948669,1.9114797224535416
1,2,0,23.0,0,0,7.55,2,3,2,0,0,1,1,2.145931282948669,1.9114797224535416
1,1,0,18.0,0,1,23.0,2,2,2,0,0,1,0,3.1780538303479458,2.68203803664708
0,2,1,21.0,0,0,8.4333,2,3,1,1,0,0,1,2.2442459824059346,1.9887059558212026
1,2,0,24.0,0,0,7.8292,1,3,2,0,2,1,1,2.17806441028492,1.9368122307639888
0,2,0,18.0,0,0,6.75,1,3,2,0,2,0,1,2.0476928433652555,1.8334747375709632
0,1,1,24.0,2,0,73.5,2,2,1,1,0,0,0,4.310799125385514,3.4328792936384778
0,2,0,32.0,1,1,15.5,1,3,2,0,2,0,0,2.803360380906535,2.412359892682302
0,1,1,23.0,0,0,13.0,2,2,1,1,0,0,1,2.6390573296152584,2.2905552238882727
0,0,1,58.0,0,2,113.275,0,1,1,1,1,0,0,4.738607824217808,3.6929863575675443
1,0,1,50.0,2,0,133.65,2,1,1,1,0,1,0,4.902678819257608,3.7895388796348666
0,2,1,40.0,0,0,7.225,0,3,1,1,1,0,1,2.1071782966514356,1.880809033479897
0,0,1,47.0,0,0,25.5875,2,1,1,1,0,0,1,3.2804411805263554,2.753816281877095
0,2,1,36.0,0,0,7.4958,2,3,1,1,0,0,1,2.139571923732859,1.9064556291084376
1,2,1,20.0,1,0,7.925,2,3,1,1,0,1,0,2.188856327665703,1.9453000941564331
0,1,1,32.0,2,0,73.5,2,2,1,1,0,0,0,4.310799125385514,3.4328792936384778
0,2,1,24.0,0,0,7.775,2,3,1,1,0,0,1,2.1719067693519296,1.9319647182517203
0,2,1,43.0,0,0,8.05,2,3,1,1,0,0,1,2.2027647577118348,1.9562242515698263
1,0,0,37.0,1,0,52.0,2,1,2,0,0,1,0,3.970291913552122,3.21692355414975
1,1,0,40.0,1,1,39.0,2,2,2,0,0,1,0,3.6888794541139363,3.03224020377158
0,0,1,31.0,1,0,52.0,2,1,1,1,0,0,0,3.970291913552122,3.21692355414975
0,1,1,70.0,0,0,10.5,2,2,1,1,0,0,1,2.4423470353692043,2.1418006055672634
1,1,1,31.0,0,0,13.0,2,2,1,1,0,1,1,2.6390573296152584,2.2905552238882727
0,2,1,18.0,0,0,7.775,2,3,1,1,0,0,1,2.1719067693519296,1.9319647182517203
0,2,1,24.5,0,0,8.05,2,3,1,1,0,0,1,2.2027647577118348,1.9562242515698263
1,2,0,18.0,0,0,9.8417,2,3,2,0,0,1,1,2.3833998102837652,2.096593657186488
0,2,0,43.0,1,6,46.9,2,3,2,0,0,0,0,3.8691155044168695,3.151181419547756
1,0,1,36.0,0,1,512.3292,0,1,1,1,1,1,0,6.240917354759096,4.515260444650866
0,2,0,24.0,0,0,8.1375,1,3,2,0,2,0,1,2.212386825075897,1.9637719789227712
1,0,1,27.0,0,0,76.7292,0,1,1,1,1,1,1,4.353230991152628,3.4592280059954206
0,2,1,20.0,0,0,9.225,2,3,1,1,0,0,1,2.3248357019288655,2.0513893297835324
0,2,1,14.0,5,2,46.9,2,3,3,0,0,0,0,3.8691155044168695,3.151181419547756
0,1,1,60.0,1,1,39.0,2,2,1,1,0,0,0,3.6888794541139363,3.03224020377158
0,1,1,25.0,1,2,41.5792,0,2,1,1,1,0,0,3.7513658711253766,3.0737434846409677
0,2,1,14.0,4,1,39.6875,2,3,3,0,0,0,0,3.705920919968788,3.043587395129805
0,2,1,19.0,0,0,10.1708,2,3,1,1,0,0,1,2.4133032309283076,2.1195633833694987
0,2,1,18.0,0,0,7.7958,2,3,1,1,0,0,1,2.174274334826008,1.9338289379472668
1,0,0,15.0,0,1,211.3375,2,1,3,0,0,1,0,5.35817698994543,4.048634506300083
1,0,1,31.0,1,0,57.0,2,1,1,1,0,1,0,4.060443010546419,3.2748884948194448
1,2,0,4.0,0,1,13.4167,0,3,3,0,1,1,0,2.668387256845834,2.3124604273160854
0,2,1,25.0,0,0,7.225,0,3,1,1,1,0,1,2.1071782966514356,1.880809033479897
0,0,1,60.0,0,0,26.55,2,1,1,1,0,0,1,3.3160025355989236,2.778557895881126
0,1,1,52.0,0,0,13.5,2,2,1,1,0,0,1,2.6741486494265287,2.3167550544759803
1,2,0,24.0,0,0,7.7333,1,3,2,0,2,1,1,2.167143305297764,1.9282124981249846
0,0,1,49.0,1,1,110.8833,0,1,1,1,1,0,0,4.717456363787216,3.6804118710867897
0,2,1,42.0,0,0,7.65,2,3,1,1,0,0,1,2.157559320943788,1.920657154794513
1,0,0,18.0,1,0,227.525,0,1,2,0,1,1,0,5.4316456135398825,4.089222462227203
1,0,1,35.0,0,0,26.2875,2,1,1,1,0,1,1,3.3064287218760624,2.7719064853864426
0,2,0,18.0,0,1,14.4542,0,3,2,0,1,0,0,2.737880811060884,2.36408082925627
0,2,1,25.0,0,0,7.7417,1,3,1,1,2,0,1,2.1681046787623672,1.9289699383270318
0,2,1,26.0,1,0,7.8542,2,3,1,1,0,0,0,2.180891922715322,1.93903704877462
0,1,1,39.0,0,0,26.0,2,2,1,1,0,0,1,3.295836866004329,2.7645396242206477
1,1,0,45.0,0,0,13.5,2,2,2,0,0,1,1,2.6741486494265287,2.3167550544759803
1,0,1,42.0,0,0,26.2875,2,1,1,1,0,1,1,3.3064287218760624,2.7719064853864426
1,0,0,22.0,0,0,151.55,2,1,2,0,0,1,1,5.027492411162679,3.8618310797717506
1,0,0,24.0,0,0,49.5042,0,1,2,0,1,1,1,3.922056501139853,3.18567252295464
0,0,1,37.0,0,0,26.55,2,1,1,1,0,0,1,3.3160025355989236,2.778557895881126
1,0,1,48.0,1,0,52.0,2,1,1,1,0,1,0,3.970291913552122,3.21692355414975
0,2,1,29.0,0,0,9.4833,2,3,1,1,0,0,1,2.3497835148230464,2.0706815955945586
0,1,1,52.0,0,0,13.0,2,2,1,1,0,0,1,2.6390573296152584,2.2905552238882727
0,2,1,19.0,0,0,7.65,2,3,1,1,0,0,1,2.157559320943788,1.920657154794513
1,0,0,38.0,0,0,227.525,0,1,2,0,1,1,1,5.4316456135398825,4.089222462227203
1,1,0,27.0,0,0,10.5,2,2,2,0,0,1,1,2.4423470353692043,2.1418006055672634
0,2,1,24.0,0,0,15.5,1,3,1,1,2,0,1,2.803360380906535,2.412359892682302
0,2,1,33.0,0,0,7.775,2,3,1,1,0,0,1,2.1719067693519296,1.9319647182517203
1,1,0,6.0,0,1,33.0,2,2,3,0,0,1,0,3.5263605246161616,2.9229503734127955
0,2,1,17.0,1,0,7.0542,2,3,1,1,0,0,0,2.086193694502369,1.8641463230549375
0,1,1,34.0,0,0,13.0,2,2,1,1,0,0,1,2.6390573296152584,2.2905552238882727
0,1,1,50.0,0,0,13.0,2,2,1,1,0,0,1,2.6390573296152584,2.2905552238882727
1,0,1,27.0,1,0,53.1,2,1,1,1,0,1,0,3.9908341858524357,3.2301823390039366
0,2,1,20.0,0,0,8.6625,2,3,1,1,0,0,1,2.2682524139135403,2.0074365035447177
1,1,0,30.0,3,0,21.0,2,2,2,0,0,1,0,3.091042453358316,2.6204004582415186
1,2,0,24.0,0,0,7.7375,1,3,2,0,2,1,1,2.1676241075599285,1.928591319260531
0,1,1,25.0,1,0,26.0,2,2,1,1,0,0,0,3.295836866004329,2.7645396242206477
0,2,0,25.0,1,0,7.925,2,3,2,0,0,0,0,2.188856327665703,1.9453000941564331
1,0,0,29.0,0,0,211.3375,2,1,2,0,0,1,1,5.35817698994543,4.048634506300083
0,2,1,11.0,0,0,18.7875,0,3,3,0,1,0,1,2.9850504252071306,2.5445159269518127
0,2,1,28.5,0,0,16.1,2,3,1,1,0,0,1,2.8390784635086144,2.438549167642342
0,2,0,48.0,1,3,34.375,2,3,2,0,0,0,0,3.5660053559634015,2.9497909400864017
1,0,1,35.0,0,0,512.3292,0,1,1,1,1,1,1,6.240917354759096,4.515260444650866
1,0,1,37.0,0,0,30.0,2,1,1,1,0,1,1,3.4339872044851463,2.8599553376514835
0,0,1,36.0,1,0,78.85,2,1,1,1,0,0,0,4.380149874661021,3.475880055399015
1,0,0,21.0,2,2,262.375,0,1,2,0,1,1,0,5.5735788721243535,4.1667110925708615
0,2,1,24.0,1,0,16.1,2,3,1,1,0,0,0,2.8390784635086144,2.438549167642342
1,2,1,31.0,0,0,7.925,2,3,1,1,0,1,1,2.188856327665703,1.9453000941564331
0,0,1,70.0,1,1,71.0,2,1,1,1,0,0,0,4.276666119016055,3.411594455170718
0,2,1,16.0,1,1,20.25,2,3,1,1,0,0,0,3.056356895370426,2.5956648013925827
1,1,0,30.0,0,0,13.0,2,2,2,0,0,1,1,2.6390573296152584,2.2905552238882727
0,0,1,19.0,1,0,53.1,2,1,1,1,0,0,0,3.9908341858524357,3.2301823390039366
0,2,1,31.0,0,0,7.75,1,3,1,1,2,0,1,2.169053700369523,1.9297175682817873
1,1,0,4.0,1,1,23.0,2,2,3,0,0,1,0,3.1780538303479458,2.68203803664708
1,2,1,6.0,0,1,12.475,2,3,3,0,0,1,0,2.600836116795061,2.2619032660702967
0,2,1,33.0,0,0,9.5,2,3,1,1,0,0,1,2.3513752571634776,2.0719107020982
0,2,1,23.0,0,0,7.8958,2,3,1,1,0,0,1,2.1855792552411137,1.9427237356264735
1,1,0,48.0,1,2,65.0,2,2,2,0,0,1,0,4.189654742026425,3.356972568947542
1,1,1,0.67,1,1,14.5,2,2,3,0,0,1,0,2.740840023925201,2.3662702112144007
0,2,1,28.0,0,0,7.7958,2,3,1,1,0,0,1,2.174274334826008,1.9338289379472668
1,0,0,33.0,0,0,86.5,2,1,2,0,0,1,1,4.471638793363569,3.532108069443433
0,2,1,41.0,0,0,7.125,2,3,1,1,0,0,1,2.094945728215801,1.8711005037997726
1,2,1,20.0,0,0,7.2292,0,3,1,1,1,1,1,2.1076888046179385,1.8812139205814788
1,0,0,36.0,1,2,120.0,2,1,2,0,0,1,0,4.795790545596741,3.7268352443671295
0,2,1,16.0,0,0,7.775,2,3,1,1,0,0,1,2.1719067693519296,1.9319647182517203
1,0,0,51.0,1,0,77.9583,2,1,2,0,0,1,0,4.368919865004903,3.4689391531100418
0,0,1,37.0,0,0,39.6,0,1,1,1,1,0,1,3.703768066607687,3.0421550746063946
0,2,0,30.5,0,0,7.75,1,3,2,0,2,0,1,2.169053700369523,1.9297175682817873
0,2,1,24.0,1,0,24.15,1,3,1,1,2,0,0,3.224857896545748,2.714950157062132
0,2,1,32.0,0,0,8.3625,2,3,1,1,0,0,1,2.236712348843338,1.9828177828987001
0,2,1,24.0,0,0,9.5,2,3,1,1,0,0,1,2.3513752571634776,2.0719107020982
0,2,1,48.0,0,0,7.8542,2,3,1,1,0,0,1,2.180891922715322,1.93903704877462
0,1,0,57.0,0,0,10.5,2,2,2,0,0,0,1,2.4423470353692043,2.1418006055672634
1,1,0,54.0,1,3,23.0,2,2,2,0,0,1,0,3.1780538303479458,2.68203803664708
0,2,1,18.0,0,0,7.75,2,3,1,1,0,0,1,2.169053700369523,1.9297175682817873
0,2,1,24.0,0,0,7.75,1,3,1,1,2,0,1,2.169053700369523,1.9297175682817873
1,2,0,5.0,0,0,12.475,2,3,3,0,0,1,1,2.600836116795061,2.2619032660702967
0,2,1,24.0,0,0,7.7375,1,3,1,1,2,0,1,2.1676241075599285,1.928591319260531
1,0,0,43.0,0,1,211.3375,2,1,2,0,0,1,0,5.35817698994543,4.048634506300083
1,2,0,13.0,0,0,7.2292,0,3,3,0,1,1,1,2.1076888046179385,1.8812139205814788
1,0,0,17.0,1,0,57.0,2,1,2,0,0,1,0,4.060443010546419,3.2748884948194448
0,0,1,29.0,0,0,30.0,2,1,1,1,0,0,1,3.4339872044851463,2.8599553376514835
0,2,1,24.0,1,2,23.45,2,3,1,1,0,0,0,3.196630215920881,2.6951210349686443
0,2,1,25.0,0,0,7.05,2,3,1,1,0,0,1,2.0856720914304723,1.8637316568815194
0,2,1,25.0,0,0,7.25,2,3,1,1,0,0,1,2.1102132003465894,1.883215700692515
1,2,0,18.0,0,0,7.4958,2,3,2,0,0,1,1,2.139571923732859,1.9064556291084376
0,2,1,8.0,4,1,29.125,1,3,3,0,2,0,0,3.405355391810819,2.840299252028104
1,2,1,1.0,1,2,20.575,2,3,3,0,0,1,0,3.0715352369694915,2.606500696325152
0,0,1,46.0,0,0,79.2,0,1,1,1,1,0,1,4.384523514872469,3.478580940761489
0,1,1,16.0,0,0,26.0,2,2,1,1,0,0,1,3.295836866004329,2.7645396242206477
0,0,1,37.0,0,0,30.6958,0,1,1,1,1,0,1,3.4561841799918147,2.875151289871443
0,2,1,25.0,0,0,7.8958,2,3,1,1,0,0,1,2.1855792552411137,1.9427237356264735
0,1,1,39.0,0,0,13.0,2,2,1,1,0,0,1,2.6390573296152584,2.2905552238882727
1,0,0,49.0,0,0,25.9292,2,1,2,0,0,1,1,3.2932111997353943,2.7627120895946247
1,2,0,31.0,0,0,8.6833,2,3,2,0,0,1,1,2.270402752283094,2.0091118507122188
0,2,1,30.0,0,0,7.2292,0,3,1,1,1,0,1,2.1076888046179385,1.8812139205814788
0,2,0,30.0,1,1,24.15,2,3,2,0,0,0,0,3.224857896545748,2.714950157062132
1,1,0,31.0,1,1,26.25,2,2,2,0,0,1,0,3.305053521109253,2.7709504887320797
1,0,1,11.0,1,2,120.0,2,1,3,0,0,1,0,4.795790545596741,3.7268352443671295
1,2,1,0.42,0,1,8.5167,0,3,3,0,1,1,0,2.2530481500547457,1.9955794178390807
1,2,1,27.0,0,0,6.975,2,3,1,1,0,1,1,2.076311648670908,1.8562862076955402
0,2,1,31.0,0,0,7.775,2,3,1,1,0,0,1,2.1719067693519296,1.9319647182517203
0,0,1,39.0,0,0,0.0,2,1,1,1,0,0,1,0.0,0.0
0,2,0,18.0,0,0,7.775,2,3,2,0,0,0,1,2.1719067693519296,1.9319647182517203
1,0,0,33.0,1,0,53.1,2,1,2,0,0,1,0,3.9908341858524357,3.2301823390039366
0,2,1,26.0,0,0,7.8875,2,3,1,1,0,0,1,2.184645795129359,1.9419897009313902
0,2,1,39.0,0,0,24.15,2,3,1,1,0,0,1,3.224857896545748,2.714950157062132
0,1,1,35.0,0,0,10.5,2,2,1,1,0,0,1,2.4423470353692043,2.1418006055672634
0,2,0,6.0,4,2,31.275,2,3,3,0,0,0,0,3.4742929367327062,2.8875210149241997
0,2,1,30.5,0,0,8.05,2,3,1,1,0,0,1,2.2027647577118348,1.9562242515698263
0,0,1,37.0,0,0,0.0,2,1,1,1,0,0,1,0.0,0.0
0,2,0,23.0,0,0,7.925,2,3,2,0,0,0,1,2.188856327665703,1.9453000941564331
0,1,1,31.0,1,1,37.0042,0,2,1,1,1,0,0,3.637696679934592,2.9980316085181995
0,2,1,43.0,0,0,6.45,2,3,1,1,0,0,1,2.0082140323914683,1.8018888957900852
0,2,1,10.0,3,2,27.9,2,3,3,0,0,0,0,3.3638415951183864,2.8116893604126076
1,0,0,52.0,1,1,93.5,2,1,2,0,0,1,0,4.548599834499697,3.578971206982373
1,2,1,27.0,0,0,8.6625,2,3,1,1,0,1,1,2.2682524139135403,2.0074365035447177
0,0,1,38.0,0,0,0.0,2,1,1,1,0,0,1,0.0,0.0
1,2,0,27.0,0,1,12.475,2,3,2,0,0,1,0,2.600836116795061,2.2619032660702967
0,2,1,2.0,4,1,39.6875,2,3,3,0,0,0,0,3.705920919968788,3.043587395129805
0,2,1,24.0,0,0,6.95,1,3,1,1,2,0,1,2.0731719286662407,1.8537871057583117
0,2,1,24.0,0,0,56.4958,2,3,1,1,0,0,1,4.05171190165724,3.2692997101951935
1,1,1,1.0,0,2,37.0042,0,2,3,0,1,1,0,3.637696679934592,2.9980316085181995
1,2,1,24.0,0,0,7.75,1,3,1,1,2,1,1,2.169053700369523,1.9297175682817873
1,0,0,62.0,0,0,80.0,2,1,2,0,0,1,1,4.394449154672439,3.484705574170621
1,2,0,15.0,1,0,14.4542,0,3,3,0,1,1,0,2.737880811060884,2.36408082925627
1,1,1,0.83,1,1,18.75,2,2,3,0,0,1,0,2.9831534913471307,2.543149751047009
0,2,1,23.0,0,0,7.8542,2,3,1,1,0,0,1,2.180891922715322,1.93903704877462
0,2,1,18.0,0,0,8.3,2,3,1,1,0,0,1,2.2300144001592104,1.9775786696492847
1,0,0,39.0,1,1,83.1583,0,1,2,0,1,1,0,4.432699549165613,3.508245612266387
0,2,1,21.0,0,0,8.6625,2,3,1,1,0,0,1,2.2682524139135403,2.0074365035447177
1,0,1,37.0,0,0,29.7,0,1,1,1,1,1,1,3.4242626545931514,2.8532862571895845
0,2,1,20.0,0,0,7.925,2,3,1,1,0,0,1,2.188856327665703,1.9453000941564331
0,1,1,16.0,0,0,10.5,2,2,1,1,0,0,1,2.4423470353692043,2.1418006055672634
1,0,0,30.0,0,0,31.0,0,1,2,0,1,1,1,3.4657359027997265,2.8816789487070023
0,2,1,34.5,0,0,6.4375,0,3,1,1,1,0,1,2.006534770871748,1.8005423243058567
0,2,1,42.0,0,0,7.55,2,3,1,1,0,0,1,2.145931282948669,1.9114797224535416
0,2,1,35.0,0,0,7.8958,0,3,1,1,1,0,1,2.1855792552411137,1.9427237356264735
0,1,1,28.0,0,1,33.0,2,2,1,1,0,0,0,3.5263605246161616,2.9229503734127955
1,0,0,37.0,1,0,89.1042,0,1,2,0,1,1,0,4.500966778400217,3.550013271279044
0,2,1,4.0,4,2,31.275,2,3,3,0,0,0,0,3.4742929367327062,2.8875210149241997
0,2,1,74.0,0,0,7.775,2,3,1,1,0,0,1,2.1719067693519296,1.9319647182517203
0,2,0,9.0,1,1,15.2458,0,3,3,0,1,0,0,2.7878344138303452,2.4009437945387266
1,0,0,16.0,0,1,39.4,2,1,2,0,0,1,0,3.6988297849671046,3.038868291919501
0,1,0,44.0,1,0,26.0,2,2,2,0,0,0,0,3.295836866004329,2.7645396242206477
1,2,0,18.0,0,1,9.35,2,3,2,0,0,1,0,2.336986519711378,2.060792229591371
1,0,0,45.0,1,1,164.8667,2,1,2,0,0,1,0,5.11118445372147,3.9097527413520745
1,0,1,51.0,0,0,26.55,2,1,1,1,0,1,1,3.3160025355989236,2.778557895881126
1,2,0,24.0,0,3,19.2583,0,3,2,0,1,1,0,3.0085645861193133,2.5614272317108684
0,2,1,41.0,2,0,14.1083,2,3,1,1,0,0,0,2.7152442616824506,2.3473095188190296
0,1,1,21.0,1,0,11.5,2,2,1,1,0,0,0,2.5257286443082556,2.20524795050654
1,0,0,48.0,0,0,25.9292,2,1,2,0,0,1,1,3.2932111997353943,2.7627120895946247
0,1,1,24.0,0,0,13.0,2,2,1,1,0,0,1,2.6390573296152584,2.2905552238882727
1,1,0,42.0,0,0,13.0,2,2,2,0,0,1,1,2.6390573296152584,2.2905552238882727
1,1,0,27.0,1,0,13.8583,0,2,2,0,1,1,0,2.698558631668595,2.334920454494284
0,0,1,31.0,0,0,50.4958,2,1,1,1,0,0,1,3.941500250945973,3.1982897994025103
0,2,1,24.0,0,0,9.5,2,3,1,1,0,0,1,2.3513752571634776,2.0719107020982
1,2,1,4.0,1,1,11.1333,2,3,3,0,0,1,0,2.495953738718064,2.182658176000245
1,0,0,47.0,1,1,52.5542,2,1,2,0,0,1,0,3.9806942251907276,3.223641356439257
0,0,1,33.0,0,0,5.0,2,1,1,1,0,0,1,1.791759469228055,1.6262511688420656
0,2,1,47.0,0,0,9.0,2,3,1,1,0,0,1,2.302585092994046,2.034138105292032
1,1,0,28.0,1,0,24.0,0,2,2,0,1,1,0,3.2188758248682006,2.710753065730635
1,2,0,15.0,0,0,7.225,0,3,3,0,1,1,1,2.1071782966514356,1.880809033479897
0,2,1,20.0,0,0,9.8458,2,3,1,1,0,0,1,2.3837779082709782,2.096884557577816
1,0,0,56.0,0,1,83.1583,0,1,2,0,1,1,0,4.432699549165613,3.508245612266387
1,1,0,25.0,0,1,26.0,2,2,2,0,0,1,0,3.295836866004329,2.7645396242206477
0,2,1,33.0,0,0,7.8958,2,3,1,1,0,0,1,2.1855792552411137,1.9427237356264735
0,2,0,22.0,0,0,10.5167,2,3,2,0,0,0,1,2.4437981558973862,2.1429097854587678
0,1,1,28.0,0,0,10.5,2,2,1,1,0,0,1,2.4423470353692043,2.1418006055672634
0,2,0,39.0,0,5,29.125,1,3,2,0,2,0,0,3.405355391810819,2.840299252028104
1,0,0,19.0,0,0,30.0,2,1,2,0,0,1,1,3.4339872044851463,2.8599553376514835
0,2,0,24.0,1,2,23.45,2,3,2,0,0,0,0,3.196630215920881,2.6951210349686443
1,0,1,26.0,0,0,30.0,0,1,1,1,1,1,1,3.4339872044851463,2.8599553376514835
0,2,1,32.0,0,0,7.75,1,3,1,1,2,0,1,2.169053700369523,1.9297175682817873
